booking_reference,booked_at,route_id,status,departure_date,departure_time,passengers,cancellation_reason,decline_reason,payment_type,operator_id,operator_name,total_price,paid_cost,distinct_route,line_id,is_refundable,is_supplier_api,online_cancel_timestamp,approved_timestamp,decline_timestamp
BW1118895,2023-06-01,cartagena-to-santa-marta,canceled,2023-06-28,14:00:00,2,,rate_difference,credit card,618937fee485760001aa0463,VIP Taxi Service,254.62,0,cartagena-to-santa-marta,61893bc5334232464f10b732,TRUE,FALSE,,,
BW1119293,2023-06-01,cancun-to-cancun,canceled,2023-06-02,21:00:00,3,,other,credit card,61ae17602a54051f0b495219,Mexico Travel Solutions,0,0,cancun-to-cancun,61ae1923cb0e135c10dadc21,TRUE,FALSE,,,
BW1118052,2023-06-01,marrakesh-to-essaouira,canceled,2023-06-02,10:45:00,1,online cancel - I’m looking for a different type of transportation,,credit card,61e69c938eb9d349aad24f9a,Supratours,30.44,0,essaouira-to-marrakesh,61e69e4b310ef078d71c9cd9,FALSE,FALSE,2023-06-01 06:53:44.975000 UTC,,
BW1118533,2023-06-01,kathmandu-to-pokhara,approved,2023-06-17,20:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,6381408eb36bf867534aebcd,Shuva Jagadamba,10.97,7.21,kathmandu-to-pokhara,63857cd9ff5036573537b969,FALSE,TRUE,2023-06-04 10:04:28.251000 UTC,2023-06-01 11:01:06.626000 UTC,
BW1118366,2023-06-01,pokhara-to-kathmandu,approved,2023-06-17,19:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,6381408eb36bf867534aebcd,Shuva Jagadamba,11.05,7.21,kathmandu-to-pokhara,63857cd9ff5036573537b969,FALSE,TRUE,2023-06-01 10:30:05.644000 UTC,2023-06-01 09:41:09.978000 UTC,
BW1119231,2023-06-01,jaco-to-tamarindo,canceled,2023-06-25,9:00:00,2,online cancel - My plans changed,,credit card,6225ff8496e5ba242358c8ef,Easy Ride,139.89,2.59,jaco-to-tamarindo,62271f85725d761626fb4d4e,TRUE,FALSE,2023-06-17 17:16:22.916000 UTC,2023-06-01 17:00:39.002000 UTC,
BW1117495,2023-06-01,cancun-to-holbox,canceled,2023-06-04,13:30:00,2,online cancel - My plans changed,,credit card,62430a0f4ec2bb667c2f445e,Chiquila Holbox Extreme,74.5,42.7,cancun-to-holbox,62431b845e5b47ac541906d1,TRUE,TRUE,2023-06-03 19:54:49.398000 UTC,2023-05-31 23:46:07.421000 UTC,
BW1118229,2023-06-01,las-caletillas-tenerife-to-granadilla-de-abona-tenerife,canceled,2023-06-15,7:00:00,1,,rate_difference,credit card,624ea5c29128c716a9e72860,TL Travel,12.97,0,granadilla-de-abona-tenerife-to-las-caletillas-tenerife,6255785bb8c809c839a4268e,TRUE,FALSE,,,2023-06-02 09:03:11.536000 UTC
BW1117496,2023-06-01,tulum-to-cancun,canceled,2023-06-01,12:00:00,1,,fully_booked,credit card,6296f18523c4ccf70034c096,Flex Shuttle,86.45,0,cancun-to-tulum,6296f8f037a6e12bf8b05bde,TRUE,FALSE,,,2023-06-01 13:35:21.822000 UTC
BW1118919,2023-06-01,dalaman-to-fethiye,canceled,2023-06-11,1:00:00,1,,pickup_location_not_supported,credit card,62a8dcc3cfac124289f50f1a,724 Marmaris Transfer,9.08,0,dalaman-to-fethiye,63c65f250e3d5d78ddb39b67,TRUE,FALSE,,,2023-06-05 08:56:42.737000 UTC
BW1119412,2023-06-01,naples-to-praiano,canceled,2023-06-21,11:00:00,2,,fully_booked,credit card,62b19b2ccfac125ef6f50fa4,Easy Transfer,174.53,0,naples-to-praiano,62b1beb74011188595bc47df,TRUE,FALSE,,,2023-06-01 18:49:51.528000 UTC
BW1118307,2023-06-01,marrakesh-to-casablanca,canceled,2023-06-06,9:50:00,1,online cancel - My plans changed,,paypal,61e67b86458fbf5395718b11,ONCF Voyages,27.77,18.13,casablanca-to-marrakesh,61e6808a67490f59612c1a47,FALSE,FALSE,2023-06-02 18:07:40.358000 UTC,2023-06-01 10:32:13.165000 UTC,
BW1118202,2023-06-01,lloret-de-mar-to-girona,canceled,2023-06-15,14:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,62f256cc767f75ba281afddd,From2 Travel,27.43,-0.23,girona-to-lloret-de-mar,63ae6b4ce58fe60036054167,TRUE,FALSE,2023-06-14 09:34:22.554000 UTC,2023-06-01 07:58:14.307000 UTC,
BW1117787,2023-06-01,antigua-to-panajachel-lake-atitlan,pending,2023-06-01,16:00:00,1,,pickup_location_not_supported,credit card,63187250ee373a1531d2f7e7,Magic Travel,16.3,12,antigua-to-panajachel-lake-atitlan,631875e18930bf75e0239161,TRUE,TRUE,,,2023-06-01 11:35:40.851000 UTC
BW1118651,2023-06-01,marrakesh-to-agadir,canceled,2023-06-30,11:00:00,3,online cancel - I’m looking for a different type of transportation,,credit card,631967fcfca342cabdd8ee07,Charaf Bus,34.29,22.1,agadir-to-marrakesh,63196ab3653d3a42e1bb855c,FALSE,FALSE,2023-06-29 08:21:03.591000 UTC,2023-06-02 14:41:00.745000 UTC,
BW1118670,2023-06-01,agadir-to-marrakesh,canceled,2023-07-11,8:00:00,3,online cancel - I’m looking for a different type of transportation,,credit card,631967fcfca342cabdd8ee07,Charaf Bus,34.29,22.03,agadir-to-marrakesh,63196ab3653d3a42e1bb855c,FALSE,FALSE,2023-06-29 08:23:24.597000 UTC,2023-06-01 23:20:03.576000 UTC,
BW1117878,2023-06-01,la-paz-2-to-uyuni,canceled,2023-07-14,20:30:00,1,online cancel - Booking is pending for more than 2 days,,paypal,63231cfbe01fc513b49fa7e4,Cruz del Norte,34.36,0,la-paz-2-to-uyuni,64002a1c33650a9560ce6236,TRUE,FALSE,2023-06-02 23:22:11.536000 UTC,,
BW1119049,2023-06-01,luxor-to-cairo,canceled,2023-06-17,22:30:00,5,online cancel - My plans changed,,credit card,632420e4e01fc5f1ed9fa7f8,White Bus,54.82,0.17,cairo-to-luxor,63242c30b30acf47da4e8a7d,TRUE,FALSE,2023-06-16 08:50:53.403000 UTC,2023-06-12 17:35:13.809000 UTC,
BW1119536,2023-06-01,cairo-to-luxor,canceled,2023-06-03,23:30:00,2,,not_approved_on_time,credit card,632420e4e01fc5f1ed9fa7f8,White Bus,23.07,0,cairo-to-luxor,63242c30b30acf47da4e8a7d,TRUE,FALSE,,,2023-06-04 05:03:06.812000 UTC
BW936321,2023-03-21,dubrovnik-to-hvar,canceled,2023-04-03,16:15:00,1,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),59.08,-0.25,dubrovnik-to-hvar,5b61dccd815c397f262d1c3b,TRUE,TRUE,2023-03-27 12:32:26.545000 UTC,2023-03-21 21:26:26.786000 UTC,
BW936319,2023-03-21,dubrovnik-to-hvar,canceled,2023-05-04,16:15:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),116.26,-0.69,dubrovnik-to-hvar,5b61dccd815c397f262d1c3b,TRUE,TRUE,2023-03-22 10:25:45.666000 UTC,2023-03-21 21:24:33.375000 UTC,
BW935416,2023-03-21,split-to-pomena-mljet-island,canceled,2023-05-20,7:30:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),65.42,0,pomena-mljet-island-to-split,60478daa8d601ce8db7e635c,TRUE,TRUE,2023-03-23 08:50:58.539000 UTC,2023-03-21 13:04:48.804000 UTC,
BW935205,2023-03-21,cat-ba-island-to-ninh-binh,canceled,2023-04-01,8:30:00,1,online cancel - My plans changed,,credit card,5a97d826a9fc2a0001d3f156,Daiichi Travel,10.17,-0.02,cat-ba-island-to-ninh-binh,5ac5e16f74306c0001623cde,TRUE,FALSE,2023-03-28 12:58:03.962000 UTC,2023-03-21 11:11:46.743000 UTC,
BW936291,2023-03-21,ninh-binh-to-halong-bay,canceled,2023-04-21,7:30:00,2,online cancel - My plans changed,,credit card,5ab0803bd494be00013a59e2,Rosa Eco Bus,39,-0.17,halong-bay-to-ninh-binh,637e01096354d064e69bbadc,TRUE,FALSE,2023-04-12 15:17:04.239000 UTC,2023-03-22 08:38:46.975000 UTC,
BW933843,2023-03-21,halong-bay-to-ninh-binh,canceled,2023-03-22,13:30:00,2,online cancel - My plans changed,,credit card,5ab0803bd494be00013a59e2,Rosa Eco Bus,39,0,halong-bay-to-ninh-binh,637e01096354d064e69bbadc,TRUE,FALSE,2023-03-21 04:26:19.875000 UTC,,
BW936198,2023-03-21,koh-phangan-to-koh-samui,canceled,2023-08-24,10:30:00,3,online cancel - I’m looking for a different type of transportation,,paypal,5ab45a22d494be00013a59f1,Seatran Discovery,33.58,0.02,koh-phangan-to-koh-samui,5ae62e7a4120a90001e5cabe,TRUE,FALSE,2023-03-25 15:41:40.287000 UTC,2023-03-21 19:25:54.339000 UTC,
BW934795,2023-03-21,koh-phangan-to-bangkok,canceled,2023-04-06,11:00:00,2,online cancel - My plans changed,,credit card,5ac89e78a9fc2a0001d3f21e,Krungsiam,92.8,0.08,bangkok-to-koh-phangan,5ac90e4815ed0a00018b6afb,TRUE,FALSE,2023-03-25 07:10:15.001000 UTC,2023-03-21 08:11:47.652000 UTC,
BW936332,2023-03-21,cebu-to-oslob-cebu,canceled,2023-04-08,16:30:00,2,online cancel - My plans changed,,credit card,5af4046753aecc000146e084,Cebu Trip Rent A Car,184.04,-0.64,cebu-to-oslob-cebu,5eaad1276ca38c1703e64c48,TRUE,FALSE,2023-03-22 02:10:49.535000 UTC,2023-03-21 21:44:43.251000 UTC,
BW935459,2023-03-21,satun-to-suratthani,canceled,2023-03-23,13:30:00,1,online cancel -,,paypal,5b1403d0b30fdb0001f3c6f4,Adang Sea Tour,28.58,0,satun-to-suratthani,5b17e52e542144000114628a,TRUE,FALSE,2023-03-21 15:57:00.908000 UTC,2023-03-21 13:13:16.018000 UTC,
BW935344,2023-03-21,phuket-to-koh-phi-phi,canceled,2023-03-25,13:30:00,3,online cancel - My plans changed,,credit card,5b165490b30fdb0001f3c707,Phi Phi Cruiser,38.86,0,koh-phi-phi-to-phuket,5b166e179e39480001be71a1,TRUE,FALSE,2023-03-21 12:20:46.474000 UTC,2023-03-21 12:19:48.663000 UTC,
BW933899,2023-03-21,phuket-to-koh-phi-phi,canceled,2023-06-14,13:30:00,2,online cancel - Food poisoning,,credit card,5b165490b30fdb0001f3c707,Phi Phi Cruiser,26.57,16.49,koh-phi-phi-to-phuket,5b166e179e39480001be71a1,TRUE,FALSE,2023-06-13 23:32:28.614000 UTC,2023-03-21 00:32:01.915000 UTC,
BW934181,2023-03-21,phuket-to-koh-phi-phi,approved,2023-03-23,12:30:00,1,,missing_info_from_client,credit card,5b165490b30fdb0001f3c707,Phi Phi Cruiser,16.59,11.73,koh-phi-phi-to-phuket,61c32dff3692164e6e696615,TRUE,FALSE,,2023-03-22 08:49:10.471000 UTC,2023-03-21 10:08:56.472000 UTC
BW934555,2023-03-21,koh-chang-to-pattaya,canceled,2023-04-07,10:00:00,1,online cancel - My plans changed,,credit card,5b4ef39ddf3f6d0001d6b6d1,Suvarnabhumi Burapha Bus,22.1,0.02,koh-chang-to-pattaya,5efdd74aaba51e1d256ab7a6,TRUE,FALSE,2023-03-26 07:58:08.161000 UTC,2023-03-21 06:41:15.743000 UTC,
BW934727,2023-03-21,ho-chi-minh-city-saigon-to-mui-ne,canceled,2023-04-26,10:00:00,2,online cancel - I’m looking for a different type of transportation,,credit card,5fe45d69bd5da1000122f56f,Kumho Samco,45.31,35.62,ho-chi-minh-city-saigon-to-mui-ne,5bd9b0142c360fa917f75000,FALSE,FALSE,2023-03-24 00:54:10.470000 UTC,2023-03-21 08:47:56.061000 UTC,
BW935545,2023-03-21,phuket-to-krabi,canceled,2023-03-29,8:30:00,2,online cancel - My plans changed,,credit card,5b79328e8c7da10001603dae,Ao Nang Princess,75.22,58.64,krabi-to-phuket,62827529263d59904b78f5b5,TRUE,FALSE,2023-03-28 09:31:27.736000 UTC,2023-03-21 13:51:51.681000 UTC,
BW935464,2023-03-21,cozumel-to-playa-del-carmen,canceled,2023-03-25,12:00:00,1,online cancel - My plans changed,,credit card,5bbf3b8372b33b0001ba50bf,Ultramar,15.05,-0.25,cozumel-to-playa-del-carmen,5bbf5bd9d184bea1395f022b,TRUE,FALSE,2023-03-24 14:14:42.872000 UTC,,
BW934571,2023-03-21,hanoi-to-cat-ba-island,canceled,2023-03-22,7:30:00,2,online cancel -,,credit card,5c2a38831d46930001a8bc0e,Good Morning Cat Ba,24.3,18.66,cat-ba-island-to-hanoi,5c2b276f669321448e6b0e13,TRUE,FALSE,2023-03-21 10:59:44.460000 UTC,2023-03-21 06:24:11.641000 UTC,
BW934732,2023-03-21,cebu-to-bohol,canceled,2023-03-23,17:40:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c6147b2967ae90001ca6702,OceanJet,18.61,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,2023-03-21 07:39:26.866000 UTC,,
BW934339,2023-03-21,cebu-to-bohol,canceled,2023-03-22,10:40:00,2,online cancel - Too slow for confirmation,,credit card,5c6147b2967ae90001ca6702,OceanJet,68.74,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,2023-03-21 05:55:46.121000 UTC,,
BW934831,2023-03-21,bohol-to-cebu,canceled,2023-04-08,17:40:00,2,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,35.32,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,,,2023-04-05 13:35:16.218000 UTC
BW934591,2023-03-21,cebu-to-ormoc-leyte,canceled,2023-04-06,5:45:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c6147b2967ae90001ca6702,OceanJet,49.08,0,cebu-to-ormoc-leyte,5c614c4bf754b7f92230fcce,FALSE,FALSE,2023-03-21 06:45:34.452000 UTC,,
BW935675,2023-03-21,batangas-to-calapan-mindoro-island,canceled,2023-03-25,11:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c6147b2967ae90001ca6702,OceanJet,31.8,0,batangas-to-calapan-mindoro-island,5cd297a3b65e4255200df418,FALSE,FALSE,2023-03-21 14:34:46.462000 UTC,,
BW934899,2023-03-21,cebu-to-tagbilaran-city-bohol-island,canceled,2023-03-26,17:40:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c6147b2967ae90001ca6702,OceanJet,68.78,0,cebu-to-tagbilaran-city-bohol-island,5cd27e69b65e42385a0dd558,FALSE,FALSE,2023-03-21 08:57:25.555000 UTC,,
BW934505,2023-03-21,cebu-to-tagbilaran-city-bohol-island,approved,2023-04-06,15:20:00,6,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,202.42,166.22,cebu-to-tagbilaran-city-bohol-island,5cd27e69b65e42385a0dd558,FALSE,FALSE,,2023-04-04 02:30:12.598000 UTC,2023-04-01 09:53:09.992000 UTC
BW934080,2023-03-21,cebu-to-tagbilaran-city-bohol-island,canceled,2023-03-29,13:00:00,4,,fully_booked,paypal,5c6147b2967ae90001ca6702,OceanJet,102.14,0,cebu-to-tagbilaran-city-bohol-island,5cd18b4cb65e4297b90d107a,FALSE,FALSE,,,2023-03-27 05:15:14.401000 UTC
BW934010,2023-03-21,bohol-to-siquijor,canceled,2023-03-28,15:20:00,3,online cancel -,,credit card,5c6147b2967ae90001ca6702,OceanJet,77.08,0,bohol-to-siquijor,5e525dfbd966b3597b97e7a9,FALSE,FALSE,2023-03-24 12:08:22.103000 UTC,,
BW936260,2023-03-21,bohol-to-cebu,canceled,2023-04-15,11:45:00,2,online cancel - My plans changed,,credit card,5c6147b2967ae90001ca6702,OceanJet,41.74,0,bohol-to-cebu,61c1b6c9bbdf8fac1d4b0783,FALSE,FALSE,2023-04-07 09:18:28.986000 UTC,,
BW934644,2023-03-21,siquijor-to-dumaguete,canceled,2023-03-23,6:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,5c6147b2967ae90001ca6702,OceanJet,18.72,0,dumaguete-to-siquijor,5cd290e8dad1cbd5e8c3f599,FALSE,FALSE,2023-03-21 06:55:57.371000 UTC,,
BW934741,2023-03-21,siquijor-to-dumaguete,canceled,2023-03-31,18:00:00,3,online cancel - My plans changed,,credit card,5c6147b2967ae90001ca6702,OceanJet,27.13,0,dumaguete-to-siquijor,5cd290e8dad1cbd5e8c3f599,FALSE,FALSE,2023-03-21 08:31:17.621000 UTC,,
BW935180,2023-03-21,guayaquil-to-lima,canceled,2023-05-03,9:00:00,2,online cancel - My plans changed,missing_info_from_client,credit card,5c7d30076c4358000149c808,Cruz del Sur,206.14,0,guayaquil-to-lima,5d5bcd17e3e2fa1c73fc65fc,TRUE,FALSE,2023-03-27 12:43:07.276000 UTC,,2023-03-21 14:07:58.250000 UTC
BW933902,2023-03-21,nha-trang-to-da-lat,canceled,2023-08-22,11:00:00,8,online cancel - My plans changed,,credit card,5d0f8b2668357f0001143d84,Vietnam Locals,156.7,0,da-lat-to-nha-trang,5d108a39e12130311b7917ba,TRUE,FALSE,2023-07-31 20:31:32.914000 UTC,2023-03-21 00:40:54.319000 UTC,
BW935128,2023-03-21,suratthani-to-pattaya,canceled,2023-04-02,19:30:00,1,,departure_cancelled,credit card,5d1c7fb97729940001aae0ee,Yellow Bus,51.22,0,pattaya-to-suratthani,5ea56bc71ed238ff1119aec5,FALSE,FALSE,,,2023-03-22 05:12:06.358000 UTC
BW935932,2023-03-21,da-nang-to-nha-trang,canceled,2023-03-24,19:00:00,1,,missing_info_from_client,credit card,5d381cde2eb77d00012cc637,Futa Bus,16.79,0,da-nang-to-nha-trang,5d428752dc9f3f4c2c025d03,TRUE,FALSE,,,2023-03-24 03:46:39.375000 UTC
BW934071,2023-03-21,da-nang-to-hanoi,canceled,2023-03-25,19:30:00,1,online cancel - I’m looking for a different type of transportation,,paypal,5d381cde2eb77d00012cc637,Futa Bus,25.22,16.96,da-nang-to-hanoi,5da70596801d2e38bed8b90c,TRUE,FALSE,2023-03-23 04:49:31.698000 UTC,2023-03-21 10:04:10.637000 UTC,
BW936117,2023-03-21,bangkok-to-kanchanaburi,canceled,2023-04-16,6:30:00,2,,departure_cancelled,credit card,5d7898b5987384000109b67c,Monsiri Travel,19.72,0,bangkok-to-kanchanaburi,61af4ad6ca66ba7554c88a97,TRUE,FALSE,,,2023-03-22 09:48:12.942000 UTC
BW935215,2023-03-21,chiang-mai-to-pai,canceled,2023-03-25,14:31:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5dbaf8889896c70001a730e1,Aya Service,15.3,0,chiang-mai-to-pai,5dbb00400b3c7d006b286b8b,FALSE,FALSE,2023-03-21 12:19:22.144000 UTC,,
BW934120,2023-03-21,hue-to-da-nang,canceled,2023-03-25,17:30:00,7,online cancel - My plans changed,,credit card,5dd4104533a9cf00019bb0e2,Hoang Duc Limousine,67.77,-0.13,da-nang-to-hue,5dd41912810546860b94ffa7,TRUE,FALSE,2023-03-23 13:31:28.188000 UTC,2023-03-21 02:40:49.377000 UTC,
BW934084,2023-03-21,da-nang-to-hue,canceled,2023-03-25,7:00:00,7,online cancel - My plans changed,,credit card,5dd4104533a9cf00019bb0e2,Hoang Duc Limousine,67.77,-0.13,da-nang-to-hue,5dd41912810546860b94ffa7,TRUE,FALSE,2023-03-23 13:29:33.592000 UTC,2023-03-21 02:22:26.869000 UTC,
BW936176,2023-03-21,koh-lipe-to-hat-yai,canceled,2023-05-25,9:30:00,2,online cancel - My plans changed,,credit card,5e945209fe1b4200013d627d,Dee Travels Hat Yai,55.56,0.28,hat-yai-to-koh-lipe,5f8ec1201a7861180ac08afa,TRUE,FALSE,2023-05-19 12:29:45.626000 UTC,2023-03-21 23:05:10.385000 UTC,
BW935844,2023-03-21,cancun-to-cozumel,canceled,2023-03-24,5:00:00,3,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,5ea14c529c3b93000117b8c8,BD Experience Mexico,153.1,0,cancun-to-cozumel,5ea16a208b2709e768ac1b77,TRUE,FALSE,2023-03-21 15:40:12.415000 UTC,2023-03-21 15:38:33.824000 UTC,
BW934132,2023-03-21,cebu-to-panglao-bohol,canceled,2023-03-22,11:30:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,digital wallet,5eca50e112be0e00010a0c9b,Apekop Travel,38.56,0,cebu-to-panglao-bohol,62f0c3fe2f0fe9ad3e5b58d6,TRUE,FALSE,2023-03-21 02:44:38.403000 UTC,2023-03-21 02:42:49.186000 UTC,
BW933849,2023-03-21,capurgana-to-turbo,canceled,2023-03-23,8:00:00,1,,out_of_credit,credit card,5edf370e0e49180001013340,Tipal SAS,20.25,0,capurgana-to-turbo,5ee22d5d3b9fb25dd2fb010b,TRUE,FALSE,,,2023-03-21 19:23:17.141000 UTC
BW934139,2023-03-21,hanoi-to-sapa,canceled,2023-03-26,7:00:00,2,online cancel - Bad weather,,credit card,5ee76d633edb470001174cc4,Sapa Dragon Express,20.99,14.27,hanoi-to-sapa,5ee76ff5813e4777d0b12f68,TRUE,FALSE,2023-03-25 11:33:53.896000 UTC,2023-03-21 02:47:37.787000 UTC,
BW933786,2023-03-21,la-fortuna-to-coco,approved,2023-03-23,8:50:00,2,,other,credit card,5f4b8ecdf1c2140001eef269,Interbus,104.5,85.5,,,,,,2023-03-21 13:37:37.059000 UTC,2023-03-21 12:14:04.264000 UTC
BW934066,2023-03-21,san-jose-to-la-fortuna,approved,2023-04-02,8:00:00,2,,departure_does_not_exists,credit card,5f4b8ecdf1c2140001eef269,Interbus,112.76,92.38,la-fortuna-to-san-jose,5f4b90f03033849e34cec5a7,TRUE,FALSE,,2023-03-24 13:59:23.366000 UTC,2023-03-21 13:44:11.353000 UTC
BW933791,2023-03-21,tamarindo-to-la-fortuna,approved,2023-03-23,8:00:00,1,,rate_difference,credit card,5f4b8ecdf1c2140001eef269,Interbus,49.78,43.15,la-fortuna-to-tamarindo,5f4baa5c303384dac5cece5d,TRUE,FALSE,,2023-03-21 12:47:22.309000 UTC,2023-03-21 12:12:54.848000 UTC
BW936304,2023-03-21,la-fortuna-to-santa-teresa-beach,canceled,2023-03-23,8:00:00,1,,missing_info_from_client,paypal,5f4b8ecdf1c2140001eef269,Interbus,66.79,0,la-fortuna-to-santa-teresa-beach,5f4bab5ec2f989aaa88071c6,TRUE,FALSE,,,2023-03-21 22:24:23.490000 UTC
BW934357,2023-03-21,cancun-to-chiquila,canceled,2023-05-26,12:30:00,2,online cancel - Vivimos en puebla y el volcán Popocatépetl entro en actividad por lo que aeropuerto de puebla cerrado y no podremos viajar debido a las restricciones,,credit card,5f573c15a3b96b000139fd15,Transfer Holbox,60.22,-2.98,cancun-to-chiquila,5f574134fc7fcf2fa548fa17,TRUE,TRUE,2023-05-22 01:30:20.584000 UTC,2023-03-21 04:29:17.201000 UTC,
BW936312,2023-03-21,cancun-to-chiquila,canceled,2023-03-24,5:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,5f573c15a3b96b000139fd15,Transfer Holbox,121.1,0,cancun-to-chiquila,5f5749a96d1ed1c37465bd69,TRUE,FALSE,2023-03-21 21:27:30.574000 UTC,2023-03-21 21:18:58.780000 UTC,
BW935696,2023-03-21,san-jose-to-la-fortuna,approved,2023-03-22,6:30:00,2,,departure_does_not_exists,credit card,5fac0a059f0a330001df8123,RideCR,92.62,75.6,la-fortuna-to-san-jose,5fb6364eca2f17c3493e6e08,TRUE,TRUE,,2023-03-21 16:45:08.543000 UTC,2023-03-21 14:55:40.861000 UTC
BW933852,2023-03-21,liberia-to-san-jose,canceled,2023-04-15,9:00:00,1,,other,credit card,5fac0a059f0a330001df8123,RideCR,47.26,0,liberia-to-san-jose,619f50ee522b01b60b7f443e,TRUE,FALSE,,,2023-03-21 12:24:11.687000 UTC
BW936264,2023-03-21,brasilito-to-san-jose,canceled,2023-03-25,7:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5fac0a059f0a330001df8123,RideCR,47.26,0,brasilito-to-san-jose,632c35c335ee66d3a266a712,TRUE,FALSE,2023-03-21 20:27:14.458000 UTC,,
BW933931,2023-03-21,alajuela-to-manuel-antonio,canceled,2023-03-22,8:10:00,1,,departure_does_not_exists,credit card,5fac0a059f0a330001df8123,RideCR,47.26,0,alajuela-to-manuel-antonio,632c79c1d7f0870f04341f5d,TRUE,FALSE,,,2023-03-21 02:37:13.584000 UTC
BW934346,2023-03-21,monteverde-to-manuel-antonio,canceled,2023-04-05,8:00:00,2,online cancel - My plans changed,,credit card,5fce056f52b9f400017a8859,Transportes Varela Monteverde CR,97.9,0,manuel-antonio-to-monteverde,6343eeecacf73c51a88545d6,TRUE,TRUE,2023-03-21 04:51:56.540000 UTC,,
BW934426,2023-03-21,monteverde-to-manuel-antonio,canceled,2023-04-05,8:00:00,2,online cancel - My plans changed,,credit card,5fce056f52b9f400017a8859,Transportes Varela Monteverde CR,97.9,0,manuel-antonio-to-monteverde,6343eeecacf73c51a88545d6,TRUE,TRUE,2023-04-01 22:40:50.765000 UTC,2023-03-21 14:00:49.662000 UTC,
BW934451,2023-03-21,hanoi-to-ninh-binh,canceled,2023-03-22,10:30:00,1,online cancel - My plans changed,,credit card,5fdb1e1553c6e30001083143,Duy Khang Limousine,21.99,14.27,hanoi-to-ninh-binh,5fdb2c3e97509f277b081fd1,TRUE,FALSE,2023-03-21 19:44:37.540000 UTC,2023-03-21 05:13:44.375000 UTC,
BW934083,2023-03-21,da-lat-to-nha-trang,canceled,2023-03-21,17:00:00,2,online cancel - My plans changed,,credit card,6056fc68bcfd0800014ca1bc,Cuc Tung,25.08,0.99,da-lat-to-nha-trang,624d87638ce0c6253330a808,FALSE,TRUE,2023-03-21 06:30:46.205000 UTC,2023-03-21 02:18:14.082000 UTC,
BW935771,2023-03-21,siem-reap-to-phnom-penh,canceled,2023-03-26,6:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5bd9c4cdda74f5000114d123,Virak Buntham Express,20.15,13.24,phnom-penh-to-siem-reap,634573a1edd43072abec6e66,FALSE,TRUE,2023-03-24 09:05:31.392000 UTC,2023-03-21 15:06:02.810000 UTC,
BW935952,2023-03-21,vilnius-to-minsk,canceled,2023-03-22,6:40:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,62a394046a9ce96b95df2c8e,Toks,29.2,20.22,minsk-to-vilnius,62ada8bb5bf766468af59cfe,FALSE,TRUE,2023-03-21 16:37:10.872000 UTC,2023-03-21 16:34:59.503000 UTC,
BW934985,2023-03-21,antigua-to-san-cristobal-de-las-casas,canceled,2023-04-03,3:30:00,1,,missing_info_from_client,credit card,603e1e4cd50d760001cea4cc,GuateGo,92.14,0,antigua-to-san-cristobal-de-las-casas,603e36d8419f478d5bbdafbe,TRUE,FALSE,,,2023-03-21 22:07:37.064000 UTC
BW935878,2023-03-21,palenque-to-flores-1,canceled,2023-04-30,9:00:00,2,online cancel - My plans changed,,credit card,606ad96e661dbb000142b41e,Marvelus Travel,121.9,46.2,flores-1-to-palenque,6098e1181337c285f5c544f4,TRUE,FALSE,2023-04-26 03:27:19.783000 UTC,2023-03-21 16:39:49.273000 UTC,
BW936247,2023-03-21,guatemala-city-to-antigua,canceled,2023-03-24,10:30:00,1,,pickup_location_not_supported,credit card,606ad96e661dbb000142b41e,Marvelus Travel,19.9,0,antigua-to-guatemala-city,606b252819868855b2ebb4a9,TRUE,FALSE,,,2023-03-21 20:31:49.207000 UTC
